q,re_mean1,re_err1,im_mean1,im_err1,re_mean2,re_err2,im_mean2,im_err2
82.04000000000002,0.47663787299117966,0.0003048600577588945,-0.00014659086468746162,0.0003117382916558767,0.47551510303946726,0.0003059331040896219,0.0008422493877926797,0.00031674202033702553
82.39000000000001,0.47060244554231595,0.00030692914283334677,-0.0005764572960760535,0.00031571118288504986,0.47039724672256705,0.0003114967641558082,0.00033675199292270157,0.0003111502946760203
82.73000000000002,0.4634227671597053,0.00030668194075501214,0.00026451577472757273,0.0003129590017696721,0.46529326097928636,0.00030646851969506027,-0.0004214731567931546,0.00031166387757317103
83.08000000000001,0.45892786637102645,0.00030942034002485075,-1.0865946561503436e-5,0.00031454281110596474,0.4588080161902601,0.0003067723858190303,-0.00023137454305959074,0.0003123999639981922
83.43000000000002,0.45254799674515517,0.000305544404577382,-0.0006601148106276527,0.0003099571144234583,0.4532264050169828,0.00030687854931283113,0.0011775672416009426,0.0003166470397962324
83.78000000000002,0.4484431955164461,0.0003113795570339147,0.0010229305559643104,0.0003107984889357804,0.4478645585541886,0.00031202060337891843,-0.0004992710168655794,0.0003109994604846996
84.13000000000001,0.44242542904605936,0.00031046023402211774,0.00018340021737169309,0.00031537535332918656,0.4425239077635854,0.00031031481741431783,-0.0005324615628865008,0.00030963161405574065
84.49000000000002,0.43659386695402363,0.00031142902565452104,0.00043276654429355474,0.0003116276278531219,0.43643396095879033,0.0003123262876708631,0.0004868239302179232,0.0003133621759110638
84.84000000000002,0.43055609255347554,0.00031617790559344876,0.0006116473034165853,0.00031246838187708794,0.4306739683572557,0.00031054257649931603,-0.00024832588205827725,0.000311699363446974
85.20000000000002,0.4262051300024439,0.00030855068712651995,-0.0007601120399501681,0.0003136063715245608,0.42598161703967763,0.0003138789074199946,-0.0006034108308576409,0.00031079440916776773
85.56000000000002,0.41944210616496475,0.000309520617797966,-0.0006872510660969999,0.0003125248047568672,0.42011762591627,0.0003157894163066496,-0.0006379704694189754,0.00031247405324677524
85.92000000000002,0.4155952945164739,0.00031089550070929623,0.0005336331569659522,0.0003133012259944761,0.4150932195478245,0.0003101440942478729,0.0005533492786028273,0.0003110040211920815
86.28000000000002,0.4093568433977092,0.0003079941602481501,-0.000492605200963513,0.0003132164832748789,0.4096957039425388,0.0003115918047844215,0.00018928848620555284,0.00031218993915375876
86.64000000000001,0.4047170602640052,0.0003130620408032774,0.00022836663658003982,0.00031525802840113275,0.40524029876098105,0.00031228866414961733,0.0002419095013884506,0.0003132844047258779
87.01000000000002,0.399286726260285,0.0003124446169438331,-1.0170915923023072e-5,0.0003107724700466292,0.39990410547574257,0.00031230422485607463,0.0005796442624252873,0.0003107253023212418
87.37000000000002,0.3943408050188752,0.00031485011737842706,0.00018908107815906967,0.0003082055780750154,0.39473316364076966,0.0003149320860322083,0.0002899838740332568,0.0003105398535372213
87.74000000000002,0.3908238252937091,0.0003145947726302344,0.00010189173833034224,0.0003095229983137975,0.3882912947069288,0.00031487495583113465,0.0010915981345827048,0.00031635187895043054
89.60000000000002,0.36587830485965506,0.0003091868600139543,-0.0007986092222761227,0.0003126278219659642,0.36707052796825573,0.00031090730329863325,0.0005372046736913127,0.00031388250657006544
91.50000000000001,0.3432749914242012,0.0003088257713979373,9.386571989526362e-5,0.00030945036229643484,0.34375201839320824,0.000312096121978485,4.189543791246697e-6,0.0003108931384509401
93.44000000000001,0.32247815239559174,0.0003139416949131401,0.0008671036678360311,0.00031139993944999525,0.32223380818703323,0.00031308211012305576,-9.17360184857408e-5,0.0003138816832135142
95.42000000000002,0.30298713244308,0.0003131589742054728,0.00019002969915298383,0.000314344018525945,0.3036873674156842,0.00031429093342338215,-0.0003867592047510489,0.00031254476530865347
99.51000000000002,0.266939081380008,0.0003137376247067523,-0.00031006882796629377,0.0003109413662008184,0.2654764733735781,0.0003159673650853148,-0.0009177755588065639,0.00031296228241328066
108.2,0.20748458262559288,0.0003115895601225979,-0.0009956217324242208,0.0003131937963019564,0.20663905414195688,0.0003122894876325376,-0.00013990105409702685,0.00031426830692121255
117.7,0.16089558353034353,0.0003117135246383886,5.91490429182578e-5,0.0003115523634040018,0.16111489185823694,0.0003138746005103809,6.434930508803225e-5,0.0003111864525282657
128.0,0.12566064913831204,0.0003136114781993222,-0.0002732934507772425,0.00031174145491084574,0.12550700140561935,0.0003134384393645775,9.44710922787714e-5,0.0003131119953668679
